step,train_loss,eval_loss
681,6.711524,
682,6.622193,
683,6.506781,
684,6.585526,
685,6.235508,
686,6.406479,
687,6.775931,
688,6.527354,
689,6.505448,
690,6.676946,
691,6.646236,
692,6.212806,
693,6.315194,
694,6.045349,
695,6.354775,
696,6.653316,
697,6.434106,
698,6.328042,
699,6.289128,
700,6.281142,
701,6.581092,
702,6.610466,
703,6.474331,
704,6.449100,
705,6.355152,
706,6.435857,
707,6.605881,
708,6.566723,
709,6.455113,
710,6.318675,
711,6.139141,
712,6.473400,
713,6.578334,
714,6.263258,
715,6.508204,
716,6.685978,
717,6.333601,
718,6.405501,
719,6.034446,
720,6.579557,
721,6.663290,
722,6.446414,
723,6.165902,
724,6.294356,
725,6.354981,
726,6.373837,
727,6.334342,
728,6.466929,
729,6.306249,
730,6.258767,
731,6.526877,
732,6.132019,
733,6.434390,
734,6.585606,
735,6.257505,
736,6.158342,
737,6.303679,
738,6.316617,
739,6.709778,
740,6.657709,
741,6.365401,
742,6.429605,
743,6.427726,
744,6.428058,
745,6.697991,
746,6.313272,
747,6.613309,
748,6.390913,
749,6.851887,
750,6.480350,
751,6.360878,
752,6.389198,
753,6.520697,
754,6.351946,
755,6.494263,
756,6.581223,
757,6.636831,
758,6.498117,
759,6.595419,
760,6.252917,
761,6.524219,
762,6.488735,
763,6.345453,
764,6.483536,
765,6.463738,
766,6.693178,
767,6.375423,
768,6.546123,
769,6.257733,
770,6.384941,
771,6.381431,
772,6.319331,
773,6.210670,
774,6.614470,
775,6.526164,
776,6.486205,
777,6.511451,
778,6.411313,
779,6.310871,
780,6.594170,
781,6.465530,
782,6.636229,
783,6.226055,
784,6.297053,
785,6.312139,
786,6.337947,
787,6.316183,
788,6.553874,
789,6.263902,
790,6.383661,
791,6.410466,
792,6.861871,
793,6.697310,
794,6.724858,
795,6.587868,
796,6.247333,
797,6.745940,
798,6.670494,
799,6.429258,
800,6.376832,
801,6.221570,
802,6.416040,
803,6.643683,
804,6.422682,
805,6.293551,
806,6.505836,
807,6.423470,
808,6.582157,
809,6.223182,
810,5.997137,
811,6.282746,
812,6.407299,
813,6.514611,
814,6.479685,
815,6.540968,
816,6.331183,
817,6.099962,
818,6.541627,
819,6.650975,
820,6.535954,
821,6.336419,
822,6.491162,
823,6.472381,
824,6.598221,
825,6.690652,
826,6.355685,
827,6.642437,
828,6.405502,
829,6.511805,
830,6.692001,
831,6.354181,
832,6.424415,
833,6.392373,
834,6.617916,
835,6.333357,
836,6.575665,
837,6.248098,
838,6.646172,
839,6.479783,
840,6.226456,
841,6.277773,
842,6.296339,
843,6.582108,
844,6.595848,
845,6.738934,
846,6.482054,
847,6.414744,
848,6.554510,
849,6.586966,
850,6.476549,
851,6.593661,
852,6.747632,
853,6.410989,
854,6.714613,
855,6.081612,
856,6.382058,
857,6.817794,
858,6.720278,
859,6.181201,
860,6.679359,
861,6.367390,
862,6.632256,
863,6.422201,
864,6.759729,
865,6.480564,
866,6.497328,
867,6.570774,
868,6.317179,
869,6.067112,
870,6.359024,
871,6.056991,
872,6.540873,
873,6.497203,
874,6.359085,
875,6.395088,
876,6.522316,
877,6.308257,
878,6.787995,
879,6.557281,
880,6.541841,
881,6.646836,
882,6.390705,
883,6.403323,
884,6.435298,
885,6.275242,
886,6.121558,
887,6.676372,
888,6.467032,
889,6.728831,
890,6.710289,
891,6.695018,
892,6.367483,
893,6.729981,
894,6.694014,
895,6.706081,
896,5.994004,
897,6.634176,
898,6.540599,
899,6.167817,
900,6.489686,
901,6.325019,
902,6.643926,
903,6.371031,
904,6.627219,
905,6.439450,
906,6.357504,
907,6.810022,
908,6.544500,
909,6.365813,
910,5.890875,
911,6.467467,
912,6.226835,
913,6.227102,
914,6.248802,
915,6.754232,
916,6.394534,
917,6.551174,
918,6.375739,
919,6.377638,
920,6.356627,
921,6.354729,
922,6.356822,
923,6.424444,
924,6.368897,
925,6.387079,
926,6.402832,
927,6.363105,
928,6.296071,
929,6.695461,
930,6.457496,
931,6.429422,
932,6.526885,
933,6.203827,
934,6.292115,
935,6.355983,
936,6.363854,
937,6.232475,
938,6.507538,
939,6.223109,
940,6.291523,
941,6.509391,
942,6.666032,
943,6.198634,
944,6.530576,
945,6.332144,
946,6.602994,
947,6.146352,
948,6.334246,
949,6.462263,
950,6.259661,
951,6.244528,
952,6.716555,
953,6.405578,
954,6.041077,
955,6.721239,
956,6.516847,
957,6.965829,
958,6.195466,
959,6.372433,
960,6.441379,
961,6.360004,
962,6.730735,
963,6.332033,
964,6.524117,
965,6.300186,
966,6.746959,
967,6.572548,
968,6.342069,
969,6.235414,
970,6.541374,
971,6.323184,
972,6.601905,
973,6.297559,
974,6.687936,
975,6.291281,
976,6.284289,
977,6.047709,
978,6.629095,
979,6.567813,
980,6.551947,
981,6.653560,
982,6.219872,
983,6.533476,
984,6.419956,
985,6.737371,
986,6.530242,
987,6.378981,
988,6.292430,
989,6.466372,
990,6.556633,
991,6.304744,
992,6.538411,
993,6.283137,
994,6.392073,
995,6.541420,
996,6.507808,
997,7.106737,
998,6.449292,
999,6.200220,
1000,6.703307,
1001,6.623784,
1002,6.875490,
1003,6.145114,
1004,6.372386,
1005,6.625606,
1006,6.460959,
1007,6.194672,
1008,6.545156,
1009,6.813686,
1010,6.683501,
1011,6.441044,
1012,6.228302,
1013,6.266512,
1014,6.565413,
1015,6.525357,
1016,6.673372,
1017,6.497442,
1018,6.527761,
1019,6.231026,
1020,6.170839,
1021,6.517013,
1022,6.476389,
1023,6.623158,
1024,6.538875,
1025,6.564431,
1026,6.469052,
1027,6.155945,
1028,6.659838,
1029,6.152305,
1030,6.316913,
1031,6.469464,
1032,6.400753,
1033,6.655459,
1034,6.520757,
1035,6.302080,
1036,6.136542,
1037,6.183913,
1038,6.857293,
1039,6.434960,
1040,6.314775,
1041,6.539131,
1042,6.312123,
1043,6.676234,
1044,6.366988,
1045,6.561603,
1046,6.358154,
1047,6.462584,
1048,6.681567,
1049,6.470806,
1050,6.475525,
1051,6.562002,
1052,6.420492,
1053,6.462811,
1054,6.576454,
1055,6.244776,
1056,6.370703,
1057,6.525708,
1058,6.801360,
1059,6.582543,
1060,6.177446,
1061,6.225988,
1062,6.340878,
1063,6.078483,
1064,6.628095,
1065,6.420300,
1066,6.438718,
1067,6.359627,
1068,6.526861,
1069,6.476911,
1070,6.440522,
1071,6.738411,
1072,6.586814,
1073,6.371719,
1074,6.402291,
1075,6.548537,
1076,6.421850,
1077,6.217608,
1078,6.381520,
1079,6.624127,
1080,6.347037,
1081,6.215409,
1082,6.500834,
1083,6.370767,
1084,5.856525,
1085,6.724288,
1086,6.325749,
1087,6.353778,
1088,6.218166,
1089,6.632363,
1090,6.518126,
1091,6.567657,
1092,6.478541,
1093,6.443827,
1094,6.295048,
1095,6.614868,
1096,6.486025,
1097,6.370512,
1098,6.663253,
1099,6.500476,
1100,6.483043,
1101,6.367185,
1102,6.495267,
1103,6.690203,
1104,6.401376,
1105,6.273407,
1106,6.652480,
1107,6.424218,
1108,6.086790,
1109,6.452717,
1110,6.453059,
1111,6.394094,
1112,6.407729,
1113,6.376169,
1114,6.554469,
1115,6.589215,
1116,6.478929,
1117,6.570607,
1118,6.528139,
1119,6.425068,
1120,6.066883,
1121,6.381693,
1122,6.329826,
1123,6.495937,
1124,6.452901,
1125,6.874044,
1126,6.456823,
1127,6.120489,
1128,5.913511,
1129,6.462976,
1130,6.675738,
1131,6.720801,
1132,6.462202,
1133,6.292870,
1134,6.720500,
1135,5.779497,
1136,6.805693,
1137,6.719912,
1138,6.460734,
1139,6.437720,
1140,6.382450,
1141,6.422392,
1142,6.482527,
1143,6.742659,
1144,6.370969,
1145,6.353040,
1146,6.277613,
1147,6.508164,
1148,6.344188,
1149,6.337304,
1150,6.447501,
1151,6.225116,
1152,5.981924,
1153,6.251534,
1154,6.990723,
1155,6.469190,
1156,6.563321,
1157,6.500150,
1158,6.550565,
1159,6.182170,
1160,6.520196,
1161,6.042346,
1162,5.851910,
1163,6.603905,
1164,6.583911,
1165,6.563893,
1166,6.552901,
1167,6.512749,
1168,6.596636,
1169,6.742436,
1170,6.409954,
1171,6.572114,
1172,6.074022,
1173,6.213220,
1174,6.546446,
1175,6.318067,
1176,6.320763,
1177,6.134586,
1178,6.560865,
1179,6.320480,
1180,6.579583,
1181,6.479390,
1182,6.814947,
1183,6.412443,
1184,6.000677,
1185,6.272396,
1186,6.228968,
1187,6.076523,
1188,6.474361,
1189,7.073220,
1190,6.057447,
1191,6.197416,
1192,7.091421,
1193,6.241455,
1194,6.429667,
1195,6.352895,
1196,6.341655,
1197,6.433925,
1198,6.302924,
1199,6.135984,
1200,6.138684,
1201,6.445930,
1202,6.597037,
1203,6.493396,
1204,6.170779,
1205,6.020464,
1206,6.755754,
1207,6.246799,
1208,6.340131,
1209,6.554165,
1210,6.969092,
1211,6.616868,
1212,6.271928,
1213,6.088708,
1214,7.168357,
1215,6.302649,
1216,6.474735,
1217,6.416234,
1218,6.400436,
1219,6.385385,
1220,6.425354,
1221,6.115536,
1222,6.302273,
1223,6.527296,
1224,6.608188,
1225,6.258226,
1226,6.356987,
1227,6.366762,
1228,6.096788,
1229,6.092978,
1230,6.358992,
1231,6.637052,
1232,6.310131,
1233,6.216704,
1234,6.351487,
1235,6.164919,
1236,6.060736,
1237,6.191695,
1238,6.410916,
1239,6.393901,
1240,6.957010,
1241,6.533941,
1242,6.517064,
1243,6.331531,
1244,6.914416,
1245,6.036573,
1246,6.220406,
1247,6.253918,
1248,6.437424,
1249,6.472609,
1250,6.546781,
1251,6.166852,
1252,6.425318,
1253,6.424775,
1254,6.117537,
1255,6.515044,
1256,6.436421,
1257,6.431937,
1258,6.184506,
1259,6.513726,
1260,6.186768,
1261,6.048886,
1262,6.119469,
1263,6.370594,
1264,6.188132,
1265,6.075476,
1266,5.762367,
1267,6.222012,
1268,6.394581,
1269,6.220428,
1270,5.972391,
1271,6.158958,
1272,6.310335,
1273,6.173104,
1274,5.831711,
1275,6.246793,
1276,6.252508,
1277,6.173516,
1278,6.572501,
1279,6.487617,
1280,6.412688,
1281,6.116358,
1282,6.188400,
1283,6.195392,
1284,6.549373,
1285,6.318761,
1286,5.935474,
1287,5.996678,
1288,5.796246,
1289,6.315444,
1290,6.107025,
1291,5.932894,
1292,6.007083,
1293,6.177283,
1294,6.058689,
1295,6.087500,
1296,6.379084,
1297,6.233037,
1298,5.771515,
1299,5.996243,
1300,6.331328,
1301,6.664718,
1302,6.399013,
1303,6.531233,
1304,6.371745,
1305,6.436879,
1306,6.274630,
1307,6.425272,
1308,6.142298,
1309,6.291978,
1310,6.552480,
1311,6.300870,
1312,6.259166,
1313,6.466030,
1314,6.417720,
1315,6.101459,
1316,6.214046,
1317,5.806246,
1318,6.215814,
1319,6.380097,
1320,6.067776,
1321,6.064293,
1322,6.141112,
1323,6.003153,
1324,6.511090,
1325,6.291323,
1326,6.217535,
1327,6.204675,
1328,5.968830,
1329,6.280113,
1330,6.420741,
1331,6.191949,
1332,6.294007,
1333,5.698334,
1334,5.940420,
1335,6.255518,
1336,6.320045,
1337,5.789367,
1338,6.243330,
1339,6.436724,
1340,6.028320,
1341,6.138377,
1342,5.554557,
1343,6.184508,
1344,6.421235,
1345,6.049533,
1346,5.887110,
1347,6.132392,
1348,6.086307,
1349,5.987979,
1350,6.075661,
1351,6.101972,
1352,5.783057,
1353,5.733455,
1354,6.285502,
1355,5.801316,
1356,6.241756,
1357,6.403675,
1358,6.078043,
1359,6.064939,
1360,6.129879,
1361,5.984709,
1362,6.505492,
1363,6.556189,
1364,6.194706,
1365,6.363564,
1366,6.326272,
1367,6.334992,
1368,6.594784,
1369,6.078441,
1370,6.309333,
1371,6.088822,
1372,6.691289,
1373,6.263801,
1374,5.723883,
1375,6.173552,
1376,6.063151,
1377,6.093444,
1378,6.064426,
1379,6.248133,
1380,6.379407,
1381,6.297346,
1382,6.277809,
1383,5.904216,
1384,6.300502,
1385,6.253957,
1386,5.972822,
1387,6.353440,
1388,6.197727,
1389,6.458975,
1390,6.056509,
1391,6.341943,
1392,5.989220,
1393,6.201732,
1394,6.132714,
1395,5.815051,
1396,6.072943,
1397,6.295807,
1398,6.444983,
1399,6.223852,
1400,6.310573,
1401,6.151378,
1402,6.180515,
1403,6.398861,
1404,6.152100,
1405,6.371069,
1406,5.875474,
1407,6.099932,
1408,5.856509,
1409,6.090915,
1410,6.117151,
1411,6.278311,
1412,6.001480,
1413,6.189995,
1414,6.237346,
1415,6.583492,
1416,6.437353,
1417,6.440008,
1418,6.201370,
1419,5.851455,
1420,6.322111,
1421,6.364800,
1422,6.240434,
1423,6.036540,
1424,5.986725,
1425,6.254768,
1426,6.305532,
1427,6.213207,
1428,6.014402,
1429,6.221610,
1430,6.199918,
1431,6.336720,
1432,5.934011,
1433,5.647375,
1434,6.094088,
1435,6.218777,
1436,6.174674,
1437,6.306492,
1438,6.365039,
1439,6.119483,
1440,5.786085,
1441,6.340563,
1442,6.393326,
1443,6.416305,
1444,6.039840,
1445,6.229577,
1446,6.039494,
1447,6.378725,
1448,6.386405,
1449,6.238735,
1450,6.388665,
1451,6.135732,
1452,6.291835,
1453,6.550148,
1454,6.200559,
1455,6.300241,
1456,6.201059,
1457,6.436324,
1458,6.121614,
1459,6.428895,
1460,5.871114,
1461,6.378137,
1462,6.363792,
1463,5.992029,
1464,6.000588,
1465,6.189624,
1466,6.290242,
1467,6.211531,
1468,6.467535,
1469,6.353879,
1470,6.109811,
1471,6.268007,
1472,6.346698,
1473,6.254910,
1474,6.334119,
1475,6.470647,
1476,6.257718,
1477,6.555851,
1478,5.853852,
1479,6.242716,
1480,6.554541,
1481,6.371514,
1482,5.981564,
1483,6.533763,
1484,6.114539,
1485,6.492991,
1486,6.068299,
1487,6.612316,
1488,5.947192,
1489,6.267716,
1490,6.256664,
1491,6.061787,
1492,5.753820,
1493,6.052694,
1494,5.783860,
1495,6.341075,
1496,6.392797,
1497,6.242692,
1498,6.202744,
1499,6.400661,
1500,6.154689,
1501,6.337215,
1502,6.352458,
1503,6.418415,
1504,6.392303,
1505,6.219091,
1506,6.216297,
1507,6.212512,
1508,6.152935,
1509,5.930589,
1510,6.403286,
1511,6.391078,
1512,6.428006,
1513,6.571979,
1514,6.557644,
1515,6.218318,
1516,6.319736,
1517,6.438559,
1518,6.525724,
1519,5.738286,
1520,6.621430,
1521,6.439498,
1522,5.958982,
1523,6.294188,
1524,6.201714,
1525,6.371037,
1526,6.147488,
1527,6.439237,
1528,6.208319,
1529,6.183660,
1530,6.548738,
1531,6.329937,
1532,6.171117,
1533,5.523251,
1534,6.176755,
1535,6.041805,
1536,6.095623,
1537,6.055244,
1538,6.492791,
1539,6.197827,
1540,6.149134,
1541,6.184760,
1542,6.131477,
1543,5.862476,
1544,6.005178,
1545,6.089575,
1546,6.182963,
1547,6.186916,
1548,6.104956,
1549,6.316116,
1550,5.966097,
1551,6.141762,
1552,6.465298,
1553,6.281160,
1554,6.242612,
1555,6.407700,
1556,5.990144,
1557,6.135952,
1558,6.219733,
1559,5.992953,
1560,6.008676,
1561,6.289650,
1562,5.721447,
1563,6.078098,
1564,6.360384,
1565,6.298068,
1566,6.017750,
1567,6.277554,
1568,6.023514,
1569,6.490978,
1570,5.967192,
1571,6.023475,
1572,6.251752,
1573,6.032373,
1574,6.030985,
1575,6.494995,
1576,6.247036,
1577,5.910379,
1578,6.507153,
1579,6.356240,
1580,6.809479,
1581,6.012466,
1582,6.307855,
1583,6.368229,
1584,6.166285,
1585,6.578513,
1586,6.241738,
1587,6.233449,
1588,6.135926,
1589,6.597075,
1590,6.311581,
1591,6.219978,
1592,5.946943,
1593,6.376281,
1594,6.009136,
1595,6.432254,
1596,6.045487,
1597,6.406852,
1598,6.112585,
1599,5.986884,
1600,5.601788,
1601,6.443839,
1602,6.343853,
1603,6.366390,
1604,6.470785,
1605,5.946478,
1606,6.336521,
1607,6.209669,
1608,6.393372,
1609,6.296884,
1610,6.173729,
1611,6.014996,
1612,6.184706,
1613,6.218265,
1614,6.121644,
1615,5.976995,
1616,6.106643,
1617,6.189355,
1618,6.410065,
1619,6.333061,
1620,6.940333,
1621,6.288611,
1622,6.039333,
1623,6.344029,
1624,6.368066,
1625,6.321893,
1626,5.972002,
1627,6.138367,
1628,6.376579,
1629,6.325279,
1630,6.077944,
1631,6.324395,
1632,6.228727,
1633,6.490664,
1634,6.314712,
1635,6.095257,
1636,6.046535,
1637,6.426270,
1638,6.407447,
1639,6.423631,
1640,6.358303,
1641,6.407427,
1642,6.116308,
1643,5.747468,
1644,6.402690,
1645,6.300802,
1646,6.400276,
1647,6.172279,
1648,6.316495,
1649,6.266726,
1650,5.982116,
1651,6.195442,
1652,5.855983,
1653,6.007774,
1654,6.280446,
1655,6.332261,
1656,6.317465,
1657,6.336225,
1658,6.232895,
1659,5.770492,
1660,6.104660,
1661,6.748720,
1662,6.273817,
1663,6.221235,
